interaction_id,ticket_id,interaction_timestamp,author_type,author_id,author_name,message,interaction_type,channel,attachments
INT00001130,TKT000219,2025-09-23 04:13:54,CUSTOMER,CUST00008,Dra. Maria Isis Monteiro,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,CHAT,
INT00001131,TKT000219,2025-09-23 07:11:04,AGENT,AGENT007,Gabriela Alves,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,CHAT,
INT00001132,TKT000219,2025-09-24 04:50:40,CUSTOMER,CUST00008,Dra. Maria Isis Monteiro,Excelente atendimento! Problema resolvido.,COMMENT,CHAT,
INT00001133,TKT000219,2025-09-24 16:46:13,AGENT,AGENT007,Gabriela Alves,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,CHAT,
INT00001134,TKT000219,2025-09-24 22:03:14,CUSTOMER,CUST00008,Dra. Maria Isis Monteiro,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,CHAT,
INT00001135,TKT000219,2025-09-25 18:19:38,AGENT,AGENT007,Gabriela Alves,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,CHAT,
INT00001136,TKT000219,2025-09-24 10:23:30,AGENT,AGENT007,Gabriela Alves,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00001137,TKT000220,2025-12-22 15:49:54,CUSTOMER,CUST00219,Alícia Aragão,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,PORTAL,
INT00001138,TKT000220,2025-12-22 23:29:51,AGENT,AGENT013,Mariana Gomes,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,PORTAL,
INT00001139,TKT000220,2025-12-23 04:57:02,CUSTOMER,CUST00219,Alícia Aragão,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,PORTAL,
INT00001140,TKT000220,2025-12-29 05:38:30,AGENT,AGENT013,Mariana Gomes,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,PORTAL,
INT00001141,TKT000221,2025-10-10 09:54:54,CUSTOMER,CUST00022,Vitória Ferreira,Estou muito insatisfeito com o atendimento. Já abri 5 chamados e ninguém resolve meu problema.,COMMENT,CHAT,
INT00001142,TKT000221,2025-10-11 05:35:59,AGENT,AGENT013,Mariana Gomes,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,CHAT,
INT00001143,TKT000221,2025-10-11 06:56:34,CUSTOMER,CUST00022,Vitória Ferreira,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,CHAT,
INT00001144,TKT000221,2025-10-11 23:51:13,AGENT,AGENT013,Mariana Gomes,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,CHAT,
INT00001145,TKT000221,2025-10-12 22:45:01,CUSTOMER,CUST00022,Vitória Ferreira,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,CHAT,
INT00001146,TKT000221,2025-10-13 10:58:29,AGENT,AGENT013,Mariana Gomes,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,CHAT,
INT00001147,TKT000221,2025-10-13 17:49:36,CUSTOMER,CUST00022,Vitória Ferreira,Excelente atendimento! Problema resolvido.,COMMENT,CHAT,
INT00001148,TKT000221,2025-10-15 18:34:30,AGENT,AGENT013,Mariana Gomes,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00001149,TKT000222,2025-11-21 12:58:54,CUSTOMER,CUST00028,João Miguel Sampaio,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,WHATSAPP,
INT00001150,TKT000222,2025-11-21 20:32:28,AGENT,AGENT017,Rafaela Castro,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,WHATSAPP,
INT00001151,TKT000222,2025-11-21 22:26:41,CUSTOMER,CUST00028,João Miguel Sampaio,Excelente atendimento! Problema resolvido.,COMMENT,WHATSAPP,
INT00001152,TKT000222,2025-11-22 07:58:02,AGENT,AGENT017,Rafaela Castro,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,WHATSAPP,
INT00001153,TKT000222,2025-11-23 04:44:32,CUSTOMER,CUST00028,João Miguel Sampaio,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,WHATSAPP,
INT00001154,TKT000223,2025-12-17 18:30:54,CUSTOMER,CUST00092,Dra. Maitê Nunes,Foi realizado um estorno de R$ 4424.49 na minha conta sem autorização. Preciso entender o motivo e reverter.,COMMENT,EMAIL,
INT00001155,TKT000223,2025-12-17 20:03:31,CUSTOMER,CUST00092,Dra. Maitê Nunes,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,EMAIL,
INT00001156,TKT000223,2025-12-18 05:28:22,CUSTOMER,CUST00092,Dra. Maitê Nunes,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,EMAIL,
INT00001157,TKT000223,2025-12-18 18:29:11,CUSTOMER,CUST00092,Dra. Maitê Nunes,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,EMAIL,
INT00001158,TKT000223,2025-12-18 19:43:19,CUSTOMER,CUST00092,Dra. Maitê Nunes,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,EMAIL,
INT00001159,TKT000224,2026-01-09 19:03:54,CUSTOMER,CUST00186,Liam Sousa,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,PORTAL,
INT00001160,TKT000224,2026-01-10 16:57:04,AGENT,AGENT006,Fernando Lima,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,PORTAL,
INT00001161,TKT000224,2026-01-13 15:44:42,AGENT,AGENT006,Fernando Lima,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,PORTAL,
INT00001162,TKT000225,2025-10-12 11:38:54,CUSTOMER,CUST00084,Benjamin Barbosa,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,CHAT,
INT00001163,TKT000225,2025-10-13 09:28:24,CUSTOMER,CUST00084,Benjamin Barbosa,Excelente atendimento! Problema resolvido.,COMMENT,CHAT,
INT00001164,TKT000225,2025-10-13 15:03:43,CUSTOMER,CUST00084,Benjamin Barbosa,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,CHAT,
INT00001165,TKT000225,2025-10-13 23:34:27,CUSTOMER,CUST00084,Benjamin Barbosa,Excelente atendimento! Problema resolvido.,COMMENT,CHAT,
INT00001166,TKT000225,2025-10-14 10:16:30,CUSTOMER,CUST00084,Benjamin Barbosa,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,CHAT,
INT00001167,TKT000225,2025-10-15 05:09:59,CUSTOMER,CUST00084,Benjamin Barbosa,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,CHAT,
INT00001168,TKT000225,2025-10-16 00:38:25,CUSTOMER,CUST00084,Benjamin Barbosa,Pode cancelar. Já resolvi de outra forma.,COMMENT,CHAT,
INT00001169,TKT000225,2025-10-16 10:15:39,CUSTOMER,CUST00084,Benjamin Barbosa,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,CHAT,
INT00001170,TKT000226,2025-08-23 16:48:54,CUSTOMER,CUST00068,Olívia Montenegro,Fiz uma venda de R$ 1340.24 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,COMMENT,PHONE,
INT00001171,TKT000226,2025-08-24 16:36:03,AGENT,AGENT018,Samuel Dias,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,PHONE,
INT00001172,TKT000226,2025-08-25 03:59:35,CUSTOMER,CUST00068,Olívia Montenegro,Excelente atendimento! Problema resolvido.,COMMENT,PHONE,
INT00001173,TKT000226,2025-08-25 21:23:41,AGENT,AGENT018,Samuel Dias,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,PHONE,
INT00001174,TKT000226,2025-08-26 04:00:26,CUSTOMER,CUST00068,Olívia Montenegro,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,PHONE,
INT00001175,TKT000226,2025-08-26 15:29:22,AGENT,AGENT018,Samuel Dias,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,PHONE,
INT00001176,TKT000226,2025-08-26 19:05:19,CUSTOMER,CUST00068,Olívia Montenegro,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,PHONE,
INT00001177,TKT000226,2025-08-27 02:11:06,AGENT,AGENT018,Samuel Dias,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,PHONE,
INT00001178,TKT000227,2025-12-18 21:49:54,CUSTOMER,CUST00210,Maria Luiza Ribeiro,A maquininha de cartão modelo X900 não está ligando. Tentei carregar a bateria mas não funciona.,COMMENT,EMAIL,
INT00001179,TKT000227,2025-12-19 21:48:12,AGENT,AGENT020,Vinicius Rocha,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,EMAIL,
INT00001180,TKT000228,2026-01-12 15:45:54,CUSTOMER,CUST00179,Emanuel Rodrigues,O sistema está fora do ar desde as X900h e estou perdendo vendas. Preciso de solução urgente!,COMMENT,WHATSAPP,
INT00001181,TKT000228,2026-01-13 00:11:49,AGENT,AGENT003,Beatriz Santos,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,WHATSAPP,
INT00001182,TKT000228,2026-01-13 01:36:15,CUSTOMER,CUST00179,Emanuel Rodrigues,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,WHATSAPP,
INT00001183,TKT000228,2026-01-13 10:36:14,AGENT,AGENT003,Beatriz Santos,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,WHATSAPP,
INT00001184,TKT000228,2026-01-13 10:30:18,AGENT,AGENT003,Beatriz Santos,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00001185,TKT000229,2026-01-09 08:07:54,CUSTOMER,CUST00019,Nina Lopes,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,COMMENT,CHAT,
INT00001186,TKT000229,2026-01-09 23:58:40,AGENT,AGENT025,Bruno Cunha,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,CHAT,
INT00001187,TKT000229,2026-01-10 00:46:04,CUSTOMER,CUST00019,Nina Lopes,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,CHAT,
INT00001188,TKT000229,2026-01-10 14:37:34,AGENT,AGENT025,Bruno Cunha,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,CHAT,
INT00001189,TKT000229,2026-01-11 10:46:20,CUSTOMER,CUST00019,Nina Lopes,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,CHAT,
INT00001190,TKT000229,2026-01-11 21:42:06,AGENT,AGENT025,Bruno Cunha,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,CHAT,
INT00001191,TKT000229,2026-01-12 08:32:22,CUSTOMER,CUST00019,Nina Lopes,Entendi. Vou aguardar o retorno então.,COMMENT,CHAT,
INT00001192,TKT000229,2026-01-12 09:54:33,AGENT,AGENT025,Bruno Cunha,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,CHAT,
INT00001193,TKT000229,2026-01-15 05:52:54,AGENT,AGENT025,Bruno Cunha,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00001194,TKT000230,2025-12-04 13:51:54,CUSTOMER,CUST00108,Gabriela Sá,A maquininha está pedindo atualização mas não consigo fazer. Como proceder?,COMMENT,WHATSAPP,
INT00001195,TKT000230,2025-12-05 05:21:07,AGENT,AGENT003,Beatriz Santos,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,WHATSAPP,
INT00001196,TKT000230,2025-12-05 10:58:16,CUSTOMER,CUST00108,Gabriela Sá,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,WHATSAPP,
INT00001197,TKT000230,2025-12-06 01:05:28,AGENT,AGENT003,Beatriz Santos,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,WHATSAPP,
INT00001198,TKT000230,2025-12-06 08:05:15,CUSTOMER,CUST00108,Gabriela Sá,Excelente atendimento! Problema resolvido.,COMMENT,WHATSAPP,
INT00001199,TKT000230,2025-12-09 15:38:42,AGENT,AGENT003,Beatriz Santos,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00001200,TKT000231,2025-12-06 22:05:54,CUSTOMER,CUST00270,Stephany da Paz,Estou esperando há 46 minutos para ser atendido. Isso é inaceitável!,COMMENT,PORTAL,
INT00001201,TKT000231,2025-12-07 05:58:40,AGENT,AGENT024,Amanda Pinto,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,PORTAL,
INT00001202,TKT000231,2025-12-07 16:49:41,CUSTOMER,CUST00270,Stephany da Paz,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,PORTAL,
INT00001203,TKT000231,2025-12-08 11:19:43,AGENT,AGENT024,Amanda Pinto,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,PORTAL,
INT00001204,TKT000231,2025-12-08 17:55:40,CUSTOMER,CUST00270,Stephany da Paz,Entendi. Vou aguardar o retorno então.,COMMENT,PORTAL,
INT00001205,TKT000231,2025-12-08 21:25:03,AGENT,AGENT024,Amanda Pinto,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,PORTAL,
INT00001206,TKT000232,2026-01-13 16:58:54,CUSTOMER,CUST00100,Sophie Carvalho,Preciso de ajuda para configurar e processar pagamentos via PIX na maquininha.,COMMENT,EMAIL,
INT00001207,TKT000232,2026-01-14 13:57:20,AGENT,AGENT007,Gabriela Alves,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,EMAIL,
INT00001208,TKT000232,2026-01-14 19:55:24,CUSTOMER,CUST00100,Sophie Carvalho,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,EMAIL,
INT00001209,TKT000232,2026-01-20 16:48:42,AGENT,AGENT007,Gabriela Alves,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,EMAIL,
INT00001210,TKT000233,2025-10-30 08:08:54,CUSTOMER,CUST00131,Dr. Raul Nunes,Estou muito insatisfeito com o atendimento. Já abri 4 chamados e ninguém resolve meu problema.,COMMENT,CHAT,
INT00001211,TKT000233,2025-10-31 00:43:57,AGENT,AGENT011,Karina Souza,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,CHAT,
INT00001212,TKT000233,2025-10-31 14:51:36,CUSTOMER,CUST00131,Dr. Raul Nunes,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,CHAT,
INT00001213,TKT000233,2025-11-02 02:59:18,AGENT,AGENT011,Karina Souza,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,CHAT,
INT00001214,TKT000234,2025-10-02 15:46:54,CUSTOMER,CUST00246,Milena Pires,O pagamento via PIX não está processando. Cliente escaneou o QR Code mas o pagamento não foi aprovado.,COMMENT,EMAIL,
INT00001215,TKT000234,2025-10-03 09:08:22,AGENT,AGENT018,Samuel Dias,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,EMAIL,
INT00001216,TKT000234,2025-10-04 08:00:16,CUSTOMER,CUST00246,Milena Pires,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,EMAIL,
INT00001217,TKT000234,2025-10-05 07:25:25,AGENT,AGENT018,Samuel Dias,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,EMAIL,
INT00001218,TKT000234,2025-10-05 23:51:57,CUSTOMER,CUST00246,Milena Pires,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,EMAIL,
INT00001219,TKT000234,2025-10-06 13:03:58,AGENT,AGENT018,Samuel Dias,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,EMAIL,
INT00001220,TKT000235,2025-12-09 17:14:54,CUSTOMER,CUST00162,Luigi Campos,O sistema está fora do ar desde as X900h e estou perdendo vendas. Preciso de solução urgente!,COMMENT,WHATSAPP,
INT00001221,TKT000235,2025-12-09 23:15:49,AGENT,AGENT012,Lucas Barbosa,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,WHATSAPP,
INT00001222,TKT000235,2025-12-10 01:35:04,CUSTOMER,CUST00162,Luigi Campos,Entendi. Vou aguardar o retorno então.,COMMENT,WHATSAPP,
INT00001223,TKT000235,2025-12-10 04:44:39,AGENT,AGENT012,Lucas Barbosa,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,WHATSAPP,
INT00001224,TKT000235,2025-12-10 10:48:47,CUSTOMER,CUST00162,Luigi Campos,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,WHATSAPP,
INT00001225,TKT000235,2025-12-11 00:43:00,AGENT,AGENT012,Lucas Barbosa,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,WHATSAPP,
INT00001226,TKT000235,2025-12-16 12:09:30,AGENT,AGENT012,Lucas Barbosa,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00001227,TKT000236,2025-12-04 11:49:54,CUSTOMER,CUST00293,Daniel Porto,"Estou com problemas de conexão na maquininha. Aparece erro ""Falha de comunicação"" toda vez que tento processar um pagamento.",COMMENT,WHATSAPP,
INT00001228,TKT000236,2025-12-05 03:24:57,AGENT,AGENT023,Zeca Monteiro,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,WHATSAPP,
INT00001229,TKT000236,2025-12-09 11:13:54,AGENT,AGENT023,Zeca Monteiro,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00001230,TKT000237,2025-12-31 14:04:54,CUSTOMER,CUST00269,Alana Borges,Fiz uma venda de R$ 283.24 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,COMMENT,PORTAL,
INT00001231,TKT000237,2025-12-31 15:09:43,AGENT,AGENT017,Rafaela Castro,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,PORTAL,
INT00001232,TKT000237,2026-01-01 10:11:01,CUSTOMER,CUST00269,Alana Borges,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,PORTAL,
INT00001233,TKT000238,2025-11-12 01:08:54,CUSTOMER,CUST00248,Cecília da Rosa,Fiz uma venda de R$ 1703.96 mas o comprovante não foi impresso. Cliente está pedindo comprovante.,COMMENT,WHATSAPP,
INT00001234,TKT000238,2025-11-12 22:44:13,AGENT,AGENT017,Rafaela Castro,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,WHATSAPP,
INT00001235,TKT000238,2025-11-13 10:17:53,CUSTOMER,CUST00248,Cecília da Rosa,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,WHATSAPP,
INT00001236,TKT000238,2025-11-14 01:24:47,AGENT,AGENT017,Rafaela Castro,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,WHATSAPP,
INT00001237,TKT000238,2025-11-14 10:34:05,CUSTOMER,CUST00248,Cecília da Rosa,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,WHATSAPP,
INT00001238,TKT000238,2025-11-18 23:55:42,AGENT,AGENT017,Rafaela Castro,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,WHATSAPP,
INT00001239,TKT000239,2025-12-31 15:44:54,CUSTOMER,CUST00003,Sr. Danilo da Luz,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,EMAIL,
INT00001240,TKT000239,2026-01-01 13:40:38,AGENT,AGENT015,Olivia Carvalho,Olá! Obrigado por entrar em contato. Já estou analisando seu caso.,COMMENT,EMAIL,
INT00001241,TKT000239,2026-01-01 16:40:25,CUSTOMER,CUST00003,Sr. Danilo da Luz,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,EMAIL,
INT00001242,TKT000240,2025-12-30 11:09:54,CUSTOMER,CUST00108,Gabriela Sá,Realizei vendas no dia 25/12/2025 no valor de R$ 3531.92 e o valor não foi creditado na minha conta.,COMMENT,PHONE,
INT00001243,TKT000240,2025-12-30 19:01:22,AGENT,AGENT005,Elena Rodrigues,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,PHONE,
INT00001244,TKT000240,2025-12-31 13:56:04,CUSTOMER,CUST00108,Gabriela Sá,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,PHONE,
INT00001245,TKT000240,2026-01-01 12:31:22,AGENT,AGENT005,Elena Rodrigues,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,PHONE,
INT00001246,TKT000240,2026-01-02 08:32:42,CUSTOMER,CUST00108,Gabriela Sá,Obrigado pelo retorno. Vou aguardar a solução.,COMMENT,PHONE,
INT00001247,TKT000240,2026-01-03 00:29:09,AGENT,AGENT005,Elena Rodrigues,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,PHONE,
INT00001248,TKT000240,2026-01-03 09:56:29,CUSTOMER,CUST00108,Gabriela Sá,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,PHONE,
INT00001249,TKT000240,2026-01-04 08:53:18,AGENT,AGENT005,Elena Rodrigues,Já apliquei a correção. Poderia confirmar se está funcionando agora?,COMMENT,PHONE,
INT00001250,TKT000241,2026-01-06 18:36:54,CUSTOMER,CUST00139,João Felipe Monteiro,Realizei vendas no dia 01/01/2026 no valor de R$ 2825.84 e o valor não foi creditado na minha conta.,COMMENT,EMAIL,
INT00001251,TKT000241,2026-01-07 06:56:49,CUSTOMER,CUST00139,João Felipe Monteiro,Excelente atendimento! Problema resolvido.,COMMENT,EMAIL,
INT00001252,TKT000241,2026-01-07 22:15:35,CUSTOMER,CUST00139,João Felipe Monteiro,Quanto tempo vai demorar? Estou perdendo vendas!,COMMENT,EMAIL,
INT00001253,TKT000241,2026-01-08 11:25:31,CUSTOMER,CUST00139,João Felipe Monteiro,Mas isso já faz 3 dias que estou com problema! Preciso de agilidade!,COMMENT,EMAIL,
INT00001254,TKT000241,2026-01-09 07:50:38,CUSTOMER,CUST00139,João Felipe Monteiro,Pode cancelar. Já resolvi de outra forma.,COMMENT,EMAIL,
INT00001255,TKT000241,2026-01-10 03:06:06,CUSTOMER,CUST00139,João Felipe Monteiro,Excelente atendimento! Problema resolvido.,COMMENT,EMAIL,
INT00001256,TKT000242,2026-01-09 16:22:54,CUSTOMER,CUST00026,Oliver Pereira,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMENT,PORTAL,
INT00001257,TKT000242,2026-01-10 08:22:22,AGENT,AGENT019,Tatiana Mendes,Realizei o estorno solicitado. O valor será creditado em até 2 dias úteis.,COMMENT,PORTAL,
INT00001258,TKT000242,2026-01-10 19:14:12,CUSTOMER,CUST00026,Oliver Pereira,Não consigo seguir essas instruções. Tem como fazer remotamente?,COMMENT,PORTAL,
INT00001259,TKT000242,2026-01-11 00:19:11,AGENT,AGENT019,Tatiana Mendes,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,PORTAL,
INT00001260,TKT000242,2026-01-11 07:42:24,CUSTOMER,CUST00026,Oliver Pereira,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,PORTAL,
INT00001261,TKT000243,2025-11-15 19:36:54,CUSTOMER,CUST00102,Eloá Moura,Estou muito insatisfeito com o atendimento. Já abri 2 chamados e ninguém resolve meu problema.,COMMENT,EMAIL,
INT00001262,TKT000243,2025-11-16 01:49:38,AGENT,AGENT015,Olivia Carvalho,Essa solicitação precisa ser aprovada pelo gestor. Aguarde retorno em até 24h.,COMMENT,EMAIL,
INT00001263,TKT000243,2025-11-16 07:45:11,CUSTOMER,CUST00102,Eloá Moura,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,EMAIL,
INT00001264,TKT000243,2025-11-17 01:50:08,AGENT,AGENT015,Olivia Carvalho,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,EMAIL,
INT00001265,TKT000243,2025-11-16 18:11:42,AGENT,AGENT015,Olivia Carvalho,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,EMAIL,
INT00001266,TKT000244,2025-12-16 10:18:54,CUSTOMER,CUST00239,Emanuelly Rodrigues,A leitora de cartão não está funcionando. Tentei limpar mas continua com problema.,COMMENT,EMAIL,
INT00001267,TKT000244,2025-12-16 16:28:46,AGENT,AGENT012,Lucas Barbosa,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,EMAIL,
INT00001268,TKT000244,2025-12-17 01:29:01,CUSTOMER,CUST00239,Emanuelly Rodrigues,Isso não resolve meu problema. Quero falar com um supervisor.,COMMENT,EMAIL,
INT00001269,TKT000244,2025-12-17 15:09:16,AGENT,AGENT012,Lucas Barbosa,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,EMAIL,
INT00001270,TKT000244,2025-12-18 13:08:54,CUSTOMER,CUST00239,Emanuelly Rodrigues,Entendi. Vou aguardar o retorno então.,COMMENT,EMAIL,
INT00001271,TKT000244,2025-12-19 03:52:16,AGENT,AGENT012,Lucas Barbosa,O problema está relacionado ao seu equipamento. Vou solicitar a troca.,COMMENT,EMAIL,
INT00001272,TKT000244,2025-12-19 22:50:57,CUSTOMER,CUST00239,Emanuelly Rodrigues,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,EMAIL,
INT00001273,TKT000244,2025-12-17 17:31:30,AGENT,AGENT012,Lucas Barbosa,Ticket resolvido e encerrado. Obrigado!,STATUS_CHANGE,EMAIL,
INT00001274,TKT000245,2025-10-17 07:38:54,CUSTOMER,CUST00237,Vitor Hugo Andrade,A taxa cobrada nas transações está diferente do contratado. Contratei 2.5% mas está sendo cobrado 3.5%.,COMMENT,CHAT,
INT00001275,TKT000245,2025-10-18 03:36:07,AGENT,AGENT004,Diego Costa,Consegui identificar o problema. Vou encaminhar para o time técnico.,COMMENT,CHAT,
INT00001276,TKT000245,2025-10-19 01:51:23,CUSTOMER,CUST00237,Vitor Hugo Andrade,Perfeito! Funcionou agora. Muito obrigado pelo suporte!,COMMENT,CHAT,
INT00001277,TKT000245,2025-10-19 20:36:10,AGENT,AGENT004,Diego Costa,"Enviei as instruções por email. Por favor, siga o passo a passo.",COMMENT,CHAT,
INT00001278,TKT000245,2025-10-20 12:56:40,CUSTOMER,CUST00237,Vitor Hugo Andrade,"Ok, testei aqui e continua com o mesmo erro. O que fazer?",COMMENT,CHAT,
INT00001279,TKT000245,2025-10-21 03:40:29,AGENT,AGENT004,Diego Costa,Verifiquei seu cadastro e identifiquei a inconsistência. Vou corrigir.,COMMENT,CHAT,
INT00001280,TKT000246,2025-12-11 04:50:54,CUSTOMER,CUST00155,Arthur Gabriel Machado,Gostaria de informações sobre mudança de plano. Meu volume de vendas aumentou e preciso de condições melhores.,COMMENT,CHAT,
INT00001281,TKT000246,2025-12-11 12:43:25,AGENT,AGENT006,Fernando Lima,Entendo sua frustração. Vou verificar isso imediatamente para você.,COMMENT,CHAT,
INT00001282,TKT000246,2025-12-11 22:49:24,CUSTOMER,CUST00155,Arthur Gabriel Machado,Pode cancelar. Já resolvi de outra forma.,COMMENT,CHAT,
INT00001283,TKT000246,2025-12-12 22:25:47,AGENT,AGENT006,Fernando Lima,Sua solicitação foi concluída com sucesso. Há mais algo em que posso ajudar?,COMMENT,CHAT,
