interaction_id,ticket_id,interaction_timestamp,author_type,author_id,author_name,message,interaction_type,channel,attachments
INT00001357,TKT000262,2025-10-17 16:19:32,CUSTOMER,CUST00237,Sheryl Gutierrez,Understood. I will wait for the response then.,COMMENT,CHAT,
INT00001358,TKT000262,2025-10-17 19:29:07,AGENT,AGENT004,David Kim,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00001359,TKT000262,2025-10-18 01:33:15,CUSTOMER,CUST00237,Sheryl Gutierrez,This does not solve my problem. I want to speak with a supervisor.,COMMENT,CHAT,
INT00001360,TKT000262,2025-10-18 15:27:28,AGENT,AGENT004,David Kim,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,CHAT,
INT00001361,TKT000263,2025-12-11 05:11:22,CUSTOMER,CUST00155,Jennifer Doyle,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,CHAT,
INT00001362,TKT000263,2025-12-11 20:46:25,AGENT,AGENT006,Robert Taylor,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,CHAT,
INT00001363,TKT000264,2025-10-31 04:12:22,CUSTOMER,CUST00221,Brittany Campbell,I made a sale of $1776.78 but the receipt was not printed. Customer is asking for a receipt.,COMMENT,CHAT,
INT00001364,TKT000264,2025-10-31 05:17:11,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00001365,TKT000264,2025-11-01 00:18:29,CUSTOMER,CUST00221,Brittany Campbell,This does not solve my problem. I want to speak with a supervisor.,COMMENT,CHAT,
INT00001366,TKT000264,2025-11-05 08:32:46,AGENT,AGENT022,Justin Hall,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
INT00001367,TKT000265,2025-12-31 05:44:22,CUSTOMER,CUST00091,Autumn Key,The system has been down since 9am and I am losing sales. I need an urgent solution!,COMMENT,PHONE,
INT00001368,TKT000265,2026-01-01 03:19:41,AGENT,AGENT013,Michelle Anderson,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,PHONE,
INT00001369,TKT000265,2026-01-01 14:53:21,CUSTOMER,CUST00091,Autumn Key,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001370,TKT000265,2026-01-02 06:00:15,AGENT,AGENT013,Michelle Anderson,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PHONE,
INT00001371,TKT000265,2026-01-02 15:09:33,CUSTOMER,CUST00091,Autumn Key,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001372,TKT000265,2026-01-03 17:01:46,AGENT,AGENT013,Michelle Anderson,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PHONE,
INT00001373,TKT000266,2025-12-23 23:20:22,CUSTOMER,CUST00150,Erica Daniel,A chargeback of $1107.74 was made to my account without authorization. I need to understand the reason and reverse it.,COMMENT,EMAIL,
INT00001374,TKT000266,2025-12-24 21:16:06,AGENT,AGENT022,Justin Hall,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00001375,TKT000266,2025-12-25 00:15:53,CUSTOMER,CUST00150,Erica Daniel,Perfect! It worked now. Thank you very much for the support!,COMMENT,EMAIL,
INT00001376,TKT000266,2025-12-30 09:41:22,AGENT,AGENT022,Justin Hall,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00001377,TKT000267,2025-12-22 12:54:22,CUSTOMER,CUST00262,Cynthia Park,I made sales on 12/21/2025 totaling $4007.62 and the amount was not credited to my account.,COMMENT,CHAT,
INT00001378,TKT000267,2025-12-22 20:45:50,AGENT,AGENT023,Rachel Allen,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,CHAT,
INT00001379,TKT000267,2025-12-23 15:40:32,CUSTOMER,CUST00262,Cynthia Park,This does not solve my problem. I want to speak with a supervisor.,COMMENT,CHAT,
INT00001380,TKT000267,2025-12-24 14:15:50,AGENT,AGENT023,Rachel Allen,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,CHAT,
INT00001381,TKT000267,2025-12-25 10:17:10,CUSTOMER,CUST00262,Cynthia Park,Thank you for the response. I will wait for the solution.,COMMENT,CHAT,
INT00001382,TKT000267,2025-12-26 02:13:37,AGENT,AGENT023,Rachel Allen,I was able to identify the problem. I will forward it to the technical team.,COMMENT,CHAT,
INT00001383,TKT000267,2025-12-26 11:40:57,CUSTOMER,CUST00262,Cynthia Park,But it has been 3 days since I have had this problem! I need speed!,COMMENT,CHAT,
INT00001384,TKT000267,2025-12-27 10:37:46,AGENT,AGENT023,Rachel Allen,I have applied the fix. Could you confirm if it is working now?,COMMENT,CHAT,
INT00001385,TKT000268,2025-12-02 19:24:22,CUSTOMER,CUST00202,Daniel Berry,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,CHAT,
INT00001386,TKT000268,2025-12-03 07:44:17,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00001387,TKT000268,2025-12-03 23:03:03,CUSTOMER,CUST00202,Daniel Berry,How long will it take? I am losing sales!,COMMENT,CHAT,
INT00001388,TKT000268,2025-12-04 12:12:59,AGENT,AGENT022,Justin Hall,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00001389,TKT000268,2025-12-05 08:38:06,CUSTOMER,CUST00202,Daniel Berry,You can cancel. I already solved it another way.,COMMENT,CHAT,
INT00001390,TKT000268,2025-12-06 03:53:34,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00001391,TKT000269,2026-01-07 15:07:22,CUSTOMER,CUST00065,Kristen Salazar,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,PHONE,
INT00001392,TKT000269,2026-01-08 07:06:50,AGENT,AGENT022,Justin Hall,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,PHONE,
INT00001393,TKT000269,2026-01-08 17:58:40,CUSTOMER,CUST00065,Kristen Salazar,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001394,TKT000269,2026-01-08 23:03:39,AGENT,AGENT022,Justin Hall,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,PHONE,
INT00001395,TKT000269,2026-01-09 06:26:52,CUSTOMER,CUST00065,Kristen Salazar,Perfect! It worked now. Thank you very much for the support!,COMMENT,PHONE,
INT00001396,TKT000270,2025-10-06 19:10:22,CUSTOMER,CUST00234,Joseph Cook,I have been waiting for 84 minutes to be served. This is unacceptable!,COMMENT,PHONE,
INT00001397,TKT000270,2025-10-07 01:23:06,AGENT,AGENT014,Kevin Thomas,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,PHONE,
INT00001398,TKT000270,2025-10-07 07:18:39,CUSTOMER,CUST00234,Joseph Cook,This does not solve my problem. I want to speak with a supervisor.,COMMENT,PHONE,
INT00001399,TKT000270,2025-10-08 01:23:36,AGENT,AGENT014,Kevin Thomas,I understand your frustration. I will check this immediately for you.,COMMENT,PHONE,
INT00001400,TKT000271,2025-12-13 18:33:22,CUSTOMER,CUST00296,Juan Parker,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,CHAT,
INT00001401,TKT000271,2025-12-14 00:43:14,AGENT,AGENT018,Ryan Clark,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,CHAT,
INT00001402,TKT000271,2025-12-14 09:43:29,CUSTOMER,CUST00296,Juan Parker,This does not solve my problem. I want to speak with a supervisor.,COMMENT,CHAT,
INT00001403,TKT000271,2025-12-14 23:23:44,AGENT,AGENT018,Ryan Clark,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00001404,TKT000271,2025-12-15 21:23:22,CUSTOMER,CUST00296,Juan Parker,Understood. I will wait for the response then.,COMMENT,CHAT,
INT00001405,TKT000271,2025-12-16 12:06:44,AGENT,AGENT018,Ryan Clark,The problem is related to your equipment. I will request a replacement.,COMMENT,CHAT,
INT00001406,TKT000271,2025-12-17 07:05:25,CUSTOMER,CUST00296,Juan Parker,Perfect! It worked now. Thank you very much for the support!,COMMENT,CHAT,
INT00001407,TKT000272,2026-01-06 18:15:22,CUSTOMER,CUST00041,Heather White,The card reader is not working. I tried cleaning it but the problem persists.,COMMENT,PORTAL,
INT00001408,TKT000272,2026-01-07 14:12:35,AGENT,AGENT015,Laura Martinez,I was able to identify the problem. I will forward it to the technical team.,COMMENT,PORTAL,
INT00001409,TKT000272,2026-01-08 12:27:51,CUSTOMER,CUST00041,Heather White,Perfect! It worked now. Thank you very much for the support!,COMMENT,PORTAL,
INT00001410,TKT000272,2026-01-09 07:12:38,AGENT,AGENT015,Laura Martinez,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,PORTAL,
INT00001411,TKT000272,2026-01-09 23:33:08,CUSTOMER,CUST00041,Heather White,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,PORTAL,
INT00001412,TKT000272,2026-01-10 14:16:57,AGENT,AGENT015,Laura Martinez,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,PORTAL,
INT00001413,TKT000272,2026-01-07 07:51:22,AGENT,AGENT015,Laura Martinez,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PORTAL,
INT00001414,TKT000273,2025-10-03 23:59:22,CUSTOMER,CUST00028,Megan Moore,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,CHAT,
INT00001415,TKT000273,2025-10-04 07:51:53,AGENT,AGENT016,Brian Jackson,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00001416,TKT000273,2025-10-04 17:57:52,CUSTOMER,CUST00028,Megan Moore,You can cancel. I already solved it another way.,COMMENT,CHAT,
INT00001417,TKT000273,2025-10-05 17:34:15,AGENT,AGENT016,Brian Jackson,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,CHAT,
INT00001418,TKT000274,2025-11-12 23:32:22,CUSTOMER,CUST00156,Courtney Walker,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,CHAT,
INT00001419,TKT000274,2025-11-13 14:54:22,AGENT,AGENT019,Ashley Lewis,I have applied the fix. Could you confirm if it is working now?,COMMENT,CHAT,
INT00001420,TKT000274,2025-11-14 12:33:11,CUSTOMER,CUST00156,Courtney Walker,Understood. I will wait for the response then.,COMMENT,CHAT,
INT00001421,TKT000274,2025-11-14 13:25:04,AGENT,AGENT019,Ashley Lewis,I understand your frustration. I will check this immediately for you.,COMMENT,CHAT,
INT00001422,TKT000274,2025-11-14 23:45:19,CUSTOMER,CUST00156,Courtney Walker,You can cancel. I already solved it another way.,COMMENT,CHAT,
INT00001423,TKT000275,2025-10-16 09:32:22,CUSTOMER,CUST00040,Brian Bruce,Mobile payment is not processing. Customer scanned the QR code but the payment was not approved.,COMMENT,PORTAL,
INT00001424,TKT000275,2025-10-17 07:53:50,AGENT,AGENT009,Jessica Brown,I understand your frustration. I will check this immediately for you.,COMMENT,PORTAL,
INT00001425,TKT000275,2025-10-17 11:22:03,CUSTOMER,CUST00040,Brian Bruce,Thank you for the response. I will wait for the solution.,COMMENT,PORTAL,
INT00001426,TKT000275,2025-10-18 07:27:48,AGENT,AGENT009,Jessica Brown,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,PORTAL,
INT00001427,TKT000275,2025-10-19 00:10:46,CUSTOMER,CUST00040,Brian Bruce,But it has been 3 days since I have had this problem! I need speed!,COMMENT,PORTAL,
INT00001428,TKT000275,2025-10-19 03:47:25,AGENT,AGENT009,Jessica Brown,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,PORTAL,
INT00001429,TKT000275,2025-10-20 01:52:40,CUSTOMER,CUST00040,Brian Bruce,How long will it take? I am losing sales!,COMMENT,PORTAL,
INT00001430,TKT000276,2025-10-26 08:58:22,CUSTOMER,CUST00190,Christopher Guzman,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,PHONE,
INT00001431,TKT000276,2025-10-26 12:28:04,AGENT,AGENT017,Nicole Harris,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,PHONE,
INT00001432,TKT000276,2025-10-26 18:38:29,CUSTOMER,CUST00190,Christopher Guzman,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001433,TKT000276,2025-10-26 21:56:19,AGENT,AGENT017,Nicole Harris,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,PHONE,
INT00001434,TKT000277,2025-11-07 03:59:22,CUSTOMER,CUST00254,Corey Hill,I would like information about changing plans. My sales volume has increased and I need better rates.,COMMENT,EMAIL,
INT00001435,TKT000277,2025-11-07 18:47:42,AGENT,AGENT021,Stephanie Walker,I understand your frustration. I will check this immediately for you.,COMMENT,EMAIL,
INT00001436,TKT000277,2025-11-08 18:39:26,CUSTOMER,CUST00254,Corey Hill,Thank you for the response. I will wait for the solution.,COMMENT,EMAIL,
INT00001437,TKT000277,2025-11-08 20:53:26,AGENT,AGENT021,Stephanie Walker,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,EMAIL,
INT00001438,TKT000277,2025-11-09 19:42:49,CUSTOMER,CUST00254,Corey Hill,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00001439,TKT000277,2025-11-10 11:02:17,AGENT,AGENT021,Stephanie Walker,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001440,TKT000278,2026-01-11 03:23:22,CUSTOMER,CUST00060,Robert Adams,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMENT,LIVE_CHAT,
INT00001441,TKT000278,2026-01-11 21:41:40,AGENT,AGENT025,Melissa King,I was able to identify the problem. I will forward it to the technical team.,COMMENT,LIVE_CHAT,
INT00001442,TKT000278,2026-01-12 15:25:49,CUSTOMER,CUST00060,Robert Adams,Excellent service! Problem solved.,COMMENT,LIVE_CHAT,
INT00001443,TKT000278,2026-01-13 13:27:51,AGENT,AGENT025,Melissa King,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,LIVE_CHAT,
INT00001444,TKT000279,2026-01-13 03:24:22,CUSTOMER,CUST00223,Morgan Davenport,I need help configuring and processing mobile payments on the terminal.,COMMENT,LIVE_CHAT,
INT00001445,TKT000279,2026-01-13 07:29:02,AGENT,AGENT002,Michael Chen,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00001446,TKT000280,2025-12-29 08:57:22,CUSTOMER,CUST00140,Patricia Bradley,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",COMMENT,PORTAL,
INT00001447,TKT000280,2025-12-29 23:23:33,AGENT,AGENT015,Laura Martinez,The problem is related to your equipment. I will request a replacement.,COMMENT,PORTAL,
INT00001448,TKT000280,2025-12-30 08:48:28,CUSTOMER,CUST00140,Patricia Bradley,Understood. I will wait for the response then.,COMMENT,PORTAL,
INT00001449,TKT000280,2025-12-30 13:27:39,AGENT,AGENT015,Laura Martinez,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,PORTAL,
INT00001450,TKT000280,2025-12-30 20:31:28,CUSTOMER,CUST00140,Patricia Bradley,But it has been 3 days since I have had this problem! I need speed!,COMMENT,PORTAL,
INT00001451,TKT000280,2025-12-31 02:28:57,AGENT,AGENT015,Laura Martinez,The problem is related to your equipment. I will request a replacement.,COMMENT,PORTAL,
INT00001452,TKT000281,2025-12-30 17:05:22,CUSTOMER,CUST00093,James Whitaker,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,EMAIL,
INT00001453,TKT000281,2025-12-30 18:43:27,AGENT,AGENT004,David Kim,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,EMAIL,
INT00001454,TKT000281,2025-12-31 16:18:38,CUSTOMER,CUST00093,James Whitaker,Excellent service! Problem solved.,COMMENT,EMAIL,
INT00001455,TKT000281,2026-01-01 04:45:14,AGENT,AGENT004,David Kim,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001456,TKT000281,2025-12-31 10:59:22,AGENT,AGENT004,David Kim,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00001457,TKT000282,2025-08-31 21:41:22,CUSTOMER,CUST00112,Mr. James Hoffman,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,EMAIL,
INT00001458,TKT000282,2025-09-01 05:46:30,AGENT,AGENT020,Matthew Robinson,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,EMAIL,
INT00001459,TKT000282,2025-09-02 00:04:18,CUSTOMER,CUST00112,Mr. James Hoffman,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,EMAIL,
INT00001460,TKT000282,2025-09-02 01:33:26,AGENT,AGENT020,Matthew Robinson,I have applied the fix. Could you confirm if it is working now?,COMMENT,EMAIL,
INT00001461,TKT000282,2025-09-03 13:09:34,AGENT,AGENT020,Matthew Robinson,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00001462,TKT000283,2025-11-28 15:08:22,CUSTOMER,CUST00240,Ronald Williams,I would like to cancel my contract. I am closing my store/switching to another provider.,COMMENT,PHONE,
INT00001463,TKT000283,2025-11-29 03:50:20,AGENT,AGENT014,Kevin Thomas,Your request has been completed successfully. Is there anything else I can help you with?,COMMENT,PHONE,
INT00001464,TKT000283,2025-11-30 01:00:33,CUSTOMER,CUST00240,Ronald Williams,This does not solve my problem. I want to speak with a supervisor.,COMMENT,PHONE,
INT00001465,TKT000283,2025-11-30 03:50:48,AGENT,AGENT014,Kevin Thomas,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,PHONE,
INT00001466,TKT000283,2025-11-30 08:14:17,CUSTOMER,CUST00240,Ronald Williams,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001467,TKT000283,2025-12-04 22:57:34,AGENT,AGENT014,Kevin Thomas,Ticket resolved and closed. Thank you!,STATUS_CHANGE,PHONE,
INT00001468,TKT000284,2025-12-24 07:45:22,CUSTOMER,CUST00032,David Johnson,I made sales on 12/21/2025 totaling $2190.33 and the amount was not credited to my account.,COMMENT,PHONE,
INT00001469,TKT000284,2025-12-24 19:41:31,CUSTOMER,CUST00032,David Johnson,Perfect! It worked now. Thank you very much for the support!,COMMENT,PHONE,
INT00001470,TKT000284,2025-12-25 16:59:51,CUSTOMER,CUST00032,David Johnson,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001471,TKT000284,2025-12-26 15:34:08,CUSTOMER,CUST00032,David Johnson,I cannot follow these instructions. Can you do it remotely?,COMMENT,PHONE,
INT00001472,TKT000285,2025-11-04 11:09:22,CUSTOMER,CUST00277,Sandra Cole,I need help configuring and processing mobile payments on the terminal.,COMMENT,EMAIL,
INT00001473,TKT000285,2025-11-05 05:21:45,AGENT,AGENT009,Jessica Brown,I have applied the fix. Could you confirm if it is working now?,COMMENT,EMAIL,
INT00001474,TKT000285,2025-11-05 21:31:25,CUSTOMER,CUST00277,Sandra Cole,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,EMAIL,
INT00001475,TKT000285,2025-11-06 00:16:45,AGENT,AGENT009,Jessica Brown,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,EMAIL,
INT00001476,TKT000285,2025-11-06 20:29:26,CUSTOMER,CUST00277,Sandra Cole,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,EMAIL,
INT00001477,TKT000285,2025-11-06 21:38:00,AGENT,AGENT009,Jessica Brown,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,EMAIL,
INT00001478,TKT000286,2026-01-13 02:39:22,CUSTOMER,CUST00229,Deborah Ross,I need help configuring and processing mobile payments on the terminal.,COMMENT,LIVE_CHAT,
INT00001479,TKT000286,2026-01-13 15:47:49,AGENT,AGENT022,Justin Hall,I have applied the fix. Could you confirm if it is working now?,COMMENT,LIVE_CHAT,
INT00001480,TKT000286,2026-01-13 16:27:13,CUSTOMER,CUST00229,Deborah Ross,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00001481,TKT000286,2026-01-14 01:38:16,AGENT,AGENT022,Justin Hall,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,LIVE_CHAT,
INT00001482,TKT000286,2026-01-15 00:16:13,CUSTOMER,CUST00229,Deborah Ross,Excellent service! Problem solved.,COMMENT,LIVE_CHAT,
INT00001483,TKT000286,2026-01-15 10:47:35,AGENT,AGENT022,Justin Hall,The problem is related to your equipment. I will request a replacement.,COMMENT,LIVE_CHAT,
INT00001484,TKT000287,2025-12-16 04:54:22,CUSTOMER,CUST00252,David Hayes DVM,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,EMAIL,
INT00001485,TKT000287,2025-12-16 08:22:16,AGENT,AGENT018,Ryan Clark,The problem is related to your equipment. I will request a replacement.,COMMENT,EMAIL,
INT00001486,TKT000287,2025-12-16 15:48:08,CUSTOMER,CUST00252,David Hayes DVM,But it has been 3 days since I have had this problem! I need speed!,COMMENT,EMAIL,
INT00001487,TKT000287,2025-12-17 09:08:03,AGENT,AGENT018,Ryan Clark,I understand your frustration. I will check this immediately for you.,COMMENT,EMAIL,
INT00001488,TKT000287,2025-12-17 20:04:40,CUSTOMER,CUST00252,David Hayes DVM,How long will it take? I am losing sales!,COMMENT,EMAIL,
INT00001489,TKT000287,2025-12-18 08:10:09,AGENT,AGENT018,Ryan Clark,I understand your frustration. I will check this immediately for you.,COMMENT,EMAIL,
INT00001490,TKT000287,2025-12-16 05:57:22,AGENT,AGENT018,Ryan Clark,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00001491,TKT000288,2025-12-29 08:23:22,CUSTOMER,CUST00184,Austin Garcia,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,LIVE_CHAT,
INT00001492,TKT000288,2025-12-29 12:06:16,AGENT,AGENT003,Emily Rodriguez,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,LIVE_CHAT,
INT00001493,TKT000288,2025-12-30 05:47:53,CUSTOMER,CUST00184,Austin Garcia,But it has been 3 days since I have had this problem! I need speed!,COMMENT,LIVE_CHAT,
INT00001494,TKT000288,2025-12-31 05:03:23,AGENT,AGENT003,Emily Rodriguez,I understand your frustration. I will check this immediately for you.,COMMENT,LIVE_CHAT,
INT00001495,TKT000288,2025-12-31 23:02:48,CUSTOMER,CUST00184,Austin Garcia,Perfect! It worked now. Thank you very much for the support!,COMMENT,LIVE_CHAT,
INT00001496,TKT000288,2026-01-01 16:38:23,AGENT,AGENT003,Emily Rodriguez,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00001497,TKT000288,2026-01-01 20:49:22,CUSTOMER,CUST00184,Austin Garcia,This does not solve my problem. I want to speak with a supervisor.,COMMENT,LIVE_CHAT,
INT00001498,TKT000288,2026-01-02 03:48:41,AGENT,AGENT003,Emily Rodriguez,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,LIVE_CHAT,
INT00001499,TKT000289,2026-01-06 16:24:22,CUSTOMER,CUST00104,Jenna Wilson,I need help configuring and processing mobile payments on the terminal.,COMMENT,LIVE_CHAT,
INT00001500,TKT000289,2026-01-07 11:10:00,AGENT,AGENT004,David Kim,This request needs to be approved by the manager. Please wait for a response within 24 hours.,COMMENT,LIVE_CHAT,
INT00001501,TKT000289,2026-01-08 08:38:06,CUSTOMER,CUST00104,Jenna Wilson,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00001502,TKT000289,2026-01-08 19:19:10,AGENT,AGENT004,David Kim,I have processed the requested refund. The amount will be credited within 2 business days.,COMMENT,LIVE_CHAT,
INT00001503,TKT000289,2026-01-09 03:16:52,CUSTOMER,CUST00104,Jenna Wilson,You can cancel. I already solved it another way.,COMMENT,LIVE_CHAT,
INT00001504,TKT000289,2026-01-09 19:19:04,AGENT,AGENT004,David Kim,Hello! Thank you for contacting us. I'm already looking into your case.,COMMENT,LIVE_CHAT,
INT00001505,TKT000289,2026-01-10 18:07:25,CUSTOMER,CUST00104,Jenna Wilson,Thank you for the response. I will wait for the solution.,COMMENT,LIVE_CHAT,
INT00001506,TKT000290,2026-01-07 11:47:22,CUSTOMER,CUST00098,Nicole Marquez,The terminal is asking for an update but I cannot do it. How do I proceed?,COMMENT,EMAIL,
INT00001507,TKT000290,2026-01-07 15:30:21,AGENT,AGENT013,Michelle Anderson,I sent the instructions by email. Please follow the step-by-step guide.,COMMENT,EMAIL,
INT00001508,TKT000290,2026-01-08 12:30:02,CUSTOMER,CUST00098,Nicole Marquez,Perfect! It worked now. Thank you very much for the support!,COMMENT,EMAIL,
INT00001509,TKT000290,2026-01-13 01:04:10,AGENT,AGENT013,Michelle Anderson,Ticket resolved and closed. Thank you!,STATUS_CHANGE,EMAIL,
INT00001510,TKT000291,2025-12-22 10:57:22,CUSTOMER,CUST00022,Kristen Davis,I need help configuring and processing mobile payments on the terminal.,COMMENT,LIVE_CHAT,
INT00001511,TKT000291,2025-12-22 16:03:16,AGENT,AGENT022,Justin Hall,The problem is related to your equipment. I will request a replacement.,COMMENT,LIVE_CHAT,
INT00001512,TKT000291,2025-12-22 20:06:47,CUSTOMER,CUST00022,Kristen Davis,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,LIVE_CHAT,
INT00001513,TKT000291,2025-12-23 13:51:06,AGENT,AGENT022,Justin Hall,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,LIVE_CHAT,
INT00001514,TKT000291,2025-12-23 17:26:56,CUSTOMER,CUST00022,Kristen Davis,But it has been 3 days since I have had this problem! I need speed!,COMMENT,LIVE_CHAT,
INT00001515,TKT000291,2025-12-24 16:17:36,AGENT,AGENT022,Justin Hall,I have applied the fix. Could you confirm if it is working now?,COMMENT,LIVE_CHAT,
INT00001516,TKT000291,2025-12-24 16:52:07,CUSTOMER,CUST00022,Kristen Davis,But it has been 3 days since I have had this problem! I need speed!,COMMENT,LIVE_CHAT,
INT00001517,TKT000291,2025-12-23 12:24:22,AGENT,AGENT022,Justin Hall,Ticket resolved and closed. Thank you!,STATUS_CHANGE,LIVE_CHAT,
INT00001518,TKT000292,2026-01-02 21:40:22,CUSTOMER,CUST00024,Phillip Bennett,The payment terminal model X900 is not powering on. I tried charging the battery but it still does not work.,COMMENT,PORTAL,
INT00001519,TKT000292,2026-01-03 11:16:46,AGENT,AGENT010,Daniel Garcia,I have applied the fix. Could you confirm if it is working now?,COMMENT,PORTAL,
INT00001520,TKT000292,2026-01-04 04:27:51,CUSTOMER,CUST00024,Phillip Bennett,Thank you for the response. I will wait for the solution.,COMMENT,PORTAL,
INT00001521,TKT000292,2026-01-04 14:47:28,AGENT,AGENT010,Daniel Garcia,I checked your registration and identified the inconsistency. I will correct it.,COMMENT,PORTAL,
INT00001522,TKT000292,2026-01-05 05:42:19,CUSTOMER,CUST00024,Phillip Bennett,Excellent service! Problem solved.,COMMENT,PORTAL,
INT00001523,TKT000293,2025-12-13 22:34:22,CUSTOMER,CUST00059,Kaylee Hays,"I am experiencing connection problems with the terminal. It shows ""Communication failure"" error every time I try to process a payment.",COMMENT,CHAT,
INT00001524,TKT000293,2025-12-14 14:03:32,AGENT,AGENT024,Andrew Young,The problem is related to your equipment. I will request a replacement.,COMMENT,CHAT,
INT00001525,TKT000293,2025-12-15 03:01:29,CUSTOMER,CUST00059,Kaylee Hays,"Ok, I tested it and it still has the same error. What should I do?",COMMENT,CHAT,
INT00001526,TKT000293,2025-12-16 18:24:46,AGENT,AGENT024,Andrew Young,Ticket resolved and closed. Thank you!,STATUS_CHANGE,CHAT,
